CH202_22HOH2,CS162_22HOH2,
1,22044002,Tran Khoi,Quan,Male,02/09/2004,064204020002
2,22044003,Pham Quoc,Tin,Female,04/02/2004,064204020003
3,22044004,Do Van,Dang,Female,04/02/2004,064204020004
4,22044005,Pham Binh,An,Male,01/05/2004,064204020005
5,22044006,Nguyen Ngoc,Hung,Male,08/06/2004,064204020006
6,22044007,Nguyen Thi,Hung,Male,03/03/2004,064204020007
7,22044008,Ngo Ha,Nghia,Male,09/01/2004,064204020008
8,22044009,Pham Van,Tin,Female,08/06/2004,064204020009
9,22044010,Bui Quoc,Phong,Female,09/08/2004,064204020010
10,22044011,Le Khoi,Minh,Female,09/02/2004,064204020011
11,22044012,Mai Ngoc,An,Male,03/07/2004,064204020012
12,22044013,Nguyen Khoi,Hung,Male,04/08/2004,064204020013
13,22044014,Bui Binh,Quan,Male,05/08/2004,064204020014
14,22044015,Vo Binh,Duong,Female,03/05/2004,064204020015
15,22044016,Le Thi,Phong,Female,04/03/2004,064204020016
16,22044017,Dang Khoi,Dang,Female,01/08/2004,064204020017
17,22044018,Nguyen Van,Tin,Female,06/02/2004,064204020018
18,22044019,Tran Thi,Minh,Female,06/08/2004,064204020019
19,22044020,Tran Thanh,Phong,Female,01/04/2004,064204020020
20,22044021,Bui Thanh,Tin,Female,08/03/2004,064204020021
21,22044022,Vo Ha,Phong,Female,07/04/2004,064204020022
22,22044023,Do Ngoc,Huy,Male,05/07/2004,064204020023
23,22044024,Vo Khoi,Hung,Male,01/08/2004,064204020024
24,22044025,Vo Thanh,Quan,Male,04/04/2004,064204020025
25,22044026,Vo Ha,Hung,Male,04/05/2004,064204020026
26,22044027,Le Binh,Hung,Male,07/01/2004,064204020027
27,22044028,Bui Thi,Dang,Female,03/09/2004,064204020028
28,22044029,Ngo Ngoc,Minh,Female,04/02/2004,064204020029
29,22044030,Vo Binh,An,Male,01/04/2004,064204020030
30,22044031,Do Ngoc,Tin,Female,05/09/2004,064204020031
31,22044032,Nguyen Thi,Hung,Male,01/01/2004,064204020032
32,22044033,Vo Trung,Hung,Male,03/08/2004,064204020033
33,22044034,Do Thi,Phong,Female,08/03/2004,064204020034
34,22044035,Do Thanh,Phong,Female,05/03/2004,064204020035
35,22044036,Le Ha,Dang,Female,06/07/2004,064204020036
36,22044037,Tran Trung,Dang,Female,05/08/2004,064204020037
37,22044038,Ngo Khoi,Minh,Female,01/03/2004,064204020038
38,22044039,Pham Van,Minh,Female,09/03/2004,064204020039
39,22044040,Bui Ha,An,Male,02/01/2004,064204020040
