1,22124001,Bui Khoi,An,Male,01/04/2004,0642040100001
2,22124002,Mai Ha,Tin,Female,07/07/2004,0642040100002
3,22124003,Tran Ngoc,Hung,Male,06/06/2004,0642040100003
4,22124004,Dang Chau,Dang,Female,07/07/2004,0642040100004
5,22124005,Vo Khoi,An,Male,05/03/2004,0642040100005
6,22124006,Ngo Trung,An,Male,08/03/2004,0642040100006
7,22124007,Do Van,An,Male,06/01/2004,0642040100007
8,22124008,Do Chau,Tin,Female,06/03/2004,0642040100008
9,22124009,Mai Binh,Dang,Female,04/07/2004,0642040100009
10,22124010,Bui Trung,Quan,Male,01/05/2004,0642040100010
11,22124011,Le Thanh,Dang,Female,08/07/2004,0642040100011
12,22124012,Do Ha,Tin,Female,09/09/2004,0642040100012
13,22124013,Vo Trung,Huy,Male,04/08/2004,0642040100013
14,22124014,Ngo Van,Hung,Male,02/04/2004,0642040100014
15,22124015,Mai Trung,Minh,Female,02/06/2004,0642040100015
16,22124016,Pham Chau,Phong,Female,02/03/2004,0642040100016
17,22124017,Nguyen Khoi,Phong,Female,02/09/2004,0642040100017
18,22124018,Mai Van,Hung,Male,08/07/2004,0642040100018
19,22124019,Pham Quoc,Tin,Female,04/01/2004,0642040100019
20,22124020,Do Chau,Minh,Female,04/04/2004,0642040100020
21,22124021,Nguyen Khoi,An,Male,03/01/2004,0642040100021
22,22124022,Pham Binh,Nghia,Male,08/04/2004,0642040100022
23,22124023,Tran Ha,Nghia,Male,07/05/2004,0642040100023
24,22124024,Vo Van,Duong,Female,01/02/2004,0642040100024
25,22124025,Vo Chau,Huy,Male,09/07/2004,0642040100025
26,22124026,Dang Thanh,Nghia,Male,09/07/2004,0642040100026
27,22124027,Pham Van,An,Male,06/05/2004,0642040100027
28,22124028,Vo Chau,Tin,Female,04/04/2004,0642040100028
29,22124029,Vo Ngoc,Minh,Female,01/08/2004,0642040100029
30,22124030,Vo Trung,Phong,Female,04/02/2004,0642040100030
31,22124031,Nguyen Ha,Dang,Female,05/07/2004,0642040100031
32,22124032,Ngo Quoc,Duong,Female,07/04/2004,0642040100032
33,22124033,Le Thi,Tin,Female,02/05/2004,0642040100033
34,22124034,Pham Ngoc,Dang,Female,02/06/2004,0642040100034
35,22124035,Vo Ngoc,Tin,Female,09/07/2004,0642040100035
36,22124036,Nguyen Khoi,Huy,Male,07/05/2004,0642040100036
37,22124037,Le Ngoc,Minh,Female,08/06/2004,0642040100037
38,22124038,Mai Van,Quan,Male,02/04/2004,0642040100038
39,22124039,Mai Ngoc,Huy,Male,05/06/2004,0642040100039
40,22124040,Vo Thi,Duong,Female,04/01/2004,0642040100040
