1,22070001,Mai Khoi,Tin,Female,01/07/2004,064204070001
2,22070002,Mai Khoi,Dang,Female,03/07/2004,064204070002
3,22070003,Le Thanh,Tin,Female,05/01/2004,064204070003
4,22070004,Bui Ha,Duong,Female,07/09/2004,064204070004
5,22070005,Ngo Chau,Phong,Female,03/06/2004,064204070005
6,22070006,Bui Binh,Huy,Male,06/03/2004,064204070006
7,22070007,Pham Thi,Huy,Male,09/04/2004,064204070007
8,22070008,Ngo Thanh,Hung,Male,01/02/2004,064204070008
9,22070009,Ngo Binh,Quan,Male,08/09/2004,064204070009
10,22070010,Vo Van,Dang,Female,01/04/2004,064204070010
11,22070011,Le Thi,Hung,Male,03/09/2004,064204070011
12,22070012,Tran Khoi,An,Male,06/09/2004,064204070012
13,22070013,Dang Thi,Phong,Female,06/08/2004,064204070013
14,22070014,Dang Quoc,Minh,Female,02/02/2004,064204070014
15,22070015,Tran Binh,Phong,Female,07/06/2004,064204070015
16,22070016,Dang Quoc,Phong,Female,01/01/2004,064204070016
17,22070017,Do Binh,Huy,Male,04/07/2004,064204070017
18,22070018,Ngo Ha,Duong,Female,09/03/2004,064204070018
19,22070019,Ngo Chau,Hung,Male,01/04/2004,064204070019
20,22070020,Tran Ha,An,Male,03/03/2004,064204070020
21,22070021,Bui Khoi,Nghia,Male,07/05/2004,064204070021
22,22070022,Do Thi,Nghia,Male,01/06/2004,064204070022
23,22070023,Bui Chau,Duong,Female,06/07/2004,064204070023
24,22070024,Ngo Ngoc,Phong,Female,02/07/2004,064204070024
25,22070025,Tran Chau,An,Male,03/05/2004,064204070025
26,22070026,Do Ha,An,Male,05/09/2004,064204070026
27,22070027,Pham Quoc,Nghia,Male,05/08/2004,064204070027
28,22070028,Nguyen Quoc,Phong,Female,04/01/2004,064204070028
29,22070029,Pham Ngoc,Minh,Female,05/01/2004,064204070029
30,22070030,Pham Thi,Huy,Male,08/05/2004,064204070030
31,22070031,Bui Chau,Nghia,Male,04/03/2004,064204070031
32,22070032,Nguyen Khoi,Nghia,Male,02/06/2004,064204070032
33,22070033,Do Thi,Dang,Female,03/02/2004,064204070033
34,22070034,Dang Binh,Quan,Male,07/09/2004,064204070034
35,22070035,Mai Van,Minh,Female,03/03/2004,064204070035
36,22070036,Tran Khoi,Duong,Female,04/08/2004,064204070036
37,22070037,Le Khoi,Nghia,Male,02/08/2004,064204070037
38,22070038,Bui Trung,Duong,Female,05/07/2004,064204070038
39,22070039,Nguyen Binh,Nghia,Male,04/09/2004,064204070039
40,22070040,Dang Thi,Nghia,Male,02/03/2004,064204070040
