CS162_22VP2,MTH252_22VP2,PH202_22VP2,
1,22032002,Pham Quoc,Hung,Male,09/09/2004,064204020002
2,22032003,Ngo Khoi,Huy,Male,09/07/2004,064204020003
3,22032004,Tran Quoc,Huy,Male,02/07/2004,064204020004
4,22032005,Bui Chau,Hung,Male,04/01/2004,064204020005
5,22032006,Ngo Thanh,Phong,Female,09/02/2004,064204020006
6,22032007,Mai Trung,An,Male,08/08/2004,064204020007
7,22032008,Ngo Binh,Dang,Female,05/05/2004,064204020008
8,22032009,Ngo Ngoc,An,Male,06/04/2004,064204020009
9,22032010,Bui Thanh,Huy,Male,03/08/2004,064204020010
10,22032011,Dang Chau,Huy,Male,06/07/2004,064204020011
11,22032012,Vo Van,Duong,Female,03/03/2004,064204020012
12,22032013,Pham Quoc,Quan,Male,01/07/2004,064204020013
13,22032014,Do Quoc,Dang,Female,09/06/2004,064204020014
14,22032015,Bui Thanh,Nghia,Male,05/04/2004,064204020015
15,22032016,Pham Ngoc,Huy,Male,08/01/2004,064204020016
16,22032017,Dang Trung,Hung,Male,03/03/2004,064204020017
17,22032018,Tran Van,Huy,Male,02/01/2004,064204020018
18,22032019,Mai Ngoc,Nghia,Male,08/09/2004,064204020019
19,22032020,Pham Binh,Nghia,Male,01/01/2004,064204020020
20,22032021,Mai Ha,Tin,Female,03/06/2004,064204020021
21,22032022,Pham Thi,Dang,Female,02/08/2004,064204020022
22,22032023,Le Chau,Quan,Male,01/08/2004,064204020023
23,22032024,Do Trung,Hung,Male,02/08/2004,064204020024
24,22032025,Tran Binh,Tin,Female,05/02/2004,064204020025
25,22032026,Nguyen Thi,Quan,Male,05/04/2004,064204020026
26,22032027,Nguyen Trung,Minh,Female,07/03/2004,064204020027
27,22032028,Dang Trung,Tin,Female,08/03/2004,064204020028
28,22032029,Bui Trung,Hung,Male,01/08/2004,064204020029
29,22032030,Ngo Ngoc,Hung,Male,04/06/2004,064204020030
30,22032031,Le Thanh,Duong,Female,03/03/2004,064204020031
31,22032032,Ngo Quoc,Phong,Female,04/05/2004,064204020032
32,22032033,Ngo Thanh,Tin,Female,04/08/2004,064204020033
33,22032034,Tran Quoc,Nghia,Male,07/09/2004,064204020034
34,22032035,Dang Binh,Huy,Male,08/04/2004,064204020035
35,22032036,Ngo Van,Phong,Female,06/02/2004,064204020036
36,22032037,Le Trung,Dang,Female,03/06/2004,064204020037
37,22032038,Ngo Trung,Minh,Female,05/04/2004,064204020038
38,22032039,Tran Chau,Phong,Female,01/08/2004,064204020039
39,22032040,Le Khoi,Tin,Female,04/01/2004,064204020040
