1,22102001,Vo Van,Huy,Male,01/02/2004,064204090001
2,22102002,Mai Quoc,Dang,Female,08/01/2004,064204090002
3,22102003,Vo Ngoc,Duong,Female,02/06/2004,064204090003
4,22102004,Vo Van,Minh,Female,05/08/2004,064204090004
5,22102005,Ngo Van,Huy,Male,04/05/2004,064204090005
6,22102006,Bui Thi,Huy,Male,08/08/2004,064204090006
7,22102007,Nguyen Van,An,Male,07/08/2004,064204090007
8,22102008,Tran Khoi,An,Male,01/04/2004,064204090008
9,22102009,Do Chau,Tin,Female,02/06/2004,064204090009
10,22102010,Ngo Van,Hung,Male,03/05/2004,064204090010
11,22102011,Bui Trung,Hung,Male,04/06/2004,064204090011
12,22102012,Vo Thi,Nghia,Male,04/08/2004,064204090012
13,22102013,Vo Trung,Hung,Male,04/03/2004,064204090013
14,22102014,Vo Ngoc,Minh,Female,04/02/2004,064204090014
15,22102015,Vo Thanh,Hung,Male,09/03/2004,064204090015
16,22102016,Do Van,Phong,Female,02/09/2004,064204090016
17,22102017,Dang Chau,Minh,Female,06/01/2004,064204090017
18,22102018,Pham Trung,Nghia,Male,01/04/2004,064204090018
19,22102019,Tran Van,An,Male,01/05/2004,064204090019
20,22102020,Do Ha,Duong,Female,07/08/2004,064204090020
21,22102021,Dang Quoc,Nghia,Male,04/01/2004,064204090021
22,22102022,Nguyen Thanh,Minh,Female,02/02/2004,064204090022
23,22102023,Dang Ngoc,Huy,Male,05/08/2004,064204090023
24,22102024,Bui Chau,Dang,Female,07/08/2004,064204090024
25,22102025,Tran Ngoc,Minh,Female,03/07/2004,064204090025
26,22102026,Dang Chau,Duong,Female,02/03/2004,064204090026
27,22102027,Mai Chau,Huy,Male,08/08/2004,064204090027
28,22102028,Vo Binh,Nghia,Male,06/03/2004,064204090028
29,22102029,Bui Quoc,Hung,Male,05/09/2004,064204090029
30,22102030,Nguyen Khoi,Nghia,Male,02/09/2004,064204090030
31,22102031,Mai Van,Nghia,Male,05/01/2004,064204090031
32,22102032,Nguyen Ngoc,Quan,Male,07/04/2004,064204090032
33,22102033,Nguyen Ngoc,Nghia,Male,03/06/2004,064204090033
34,22102034,Pham Ngoc,Minh,Female,06/05/2004,064204090034
35,22102035,Dang Thanh,Hung,Male,09/06/2004,064204090035
36,22102036,Ngo Quoc,Hung,Male,06/09/2004,064204090036
37,22102037,Le Ha,Huy,Male,03/01/2004,064204090037
38,22102038,Pham Thi,Duong,Female,01/08/2004,064204090038
39,22102039,Le Quoc,Nghia,Male,05/05/2004,064204090039
40,22102040,Dang Thi,Huy,Male,05/07/2004,064204090040
