CS162_22CLC11,MTH252_22CLC11,PH202_22CLC11,
1,22110002,Vo Binh,Huy,Male,05/07/2004,0642040110002
2,22110003,Nguyen Ha,Hung,Male,02/03/2004,0642040110003
3,22110004,Dang Ha,Dang,Female,06/05/2004,0642040110004
4,22110005,Nguyen Quoc,Duong,Female,07/06/2004,0642040110005
5,22110006,Mai Ha,Huy,Male,01/01/2004,0642040110006
6,22110007,Mai Trung,Tin,Female,08/02/2004,0642040110007
7,22110008,Le Quoc,Duong,Female,03/02/2004,0642040110008
8,22110009,Tran Ha,Phong,Female,08/03/2004,0642040110009
9,22110010,Bui Ha,Dang,Female,09/05/2004,0642040110010
10,22110011,Pham Chau,Huy,Male,08/03/2004,0642040110011
11,22110012,Nguyen Quoc,Tin,Female,03/09/2004,0642040110012
12,22110013,Dang Thanh,Minh,Female,07/01/2004,0642040110013
13,22110014,Mai Thi,Tin,Female,02/04/2004,0642040110014
14,22110015,Vo Thi,Huy,Male,07/08/2004,0642040110015
15,22110016,Le Thi,Quan,Male,06/05/2004,0642040110016
16,22110017,Vo Quoc,Duong,Female,03/08/2004,0642040110017
17,22110018,Dang Khoi,An,Male,04/05/2004,0642040110018
18,22110019,Nguyen Binh,Tin,Female,03/06/2004,0642040110019
19,22110020,Pham Van,An,Male,07/05/2004,0642040110020
20,22110021,Mai Quoc,Huy,Male,07/06/2004,0642040110021
21,22110022,Do Trung,Hung,Male,04/05/2004,0642040110022
22,22110023,Vo Binh,Huy,Male,08/06/2004,0642040110023
23,22110024,Tran Binh,Hung,Male,07/05/2004,0642040110024
24,22110025,Do Trung,Duong,Female,06/08/2004,0642040110025
25,22110026,Le Ngoc,Nghia,Male,05/01/2004,0642040110026
26,22110027,Le Thanh,Phong,Female,07/04/2004,0642040110027
27,22110028,Vo Ngoc,Tin,Female,09/03/2004,0642040110028
28,22110029,Dang Ngoc,An,Male,01/04/2004,0642040110029
29,22110030,Vo Quoc,Quan,Male,05/08/2004,0642040110030
30,22110031,Vo Chau,Tin,Female,09/09/2004,0642040110031
31,22110032,Mai Ngoc,An,Male,03/01/2004,0642040110032
32,22110033,Mai Thi,Huy,Male,06/07/2004,0642040110033
33,22110034,Tran Thi,Phong,Female,07/01/2004,0642040110034
34,22110035,Do Quoc,An,Male,08/06/2004,0642040110035
35,22110036,Le Chau,Duong,Female,03/04/2004,0642040110036
36,22110037,Do Van,Tin,Female,02/03/2004,0642040110037
37,22110038,Do Khoi,Phong,Female,09/07/2004,0642040110038
38,22110039,Do Thi,Hung,Male,01/04/2004,0642040110039
39,22110040,Ngo Quoc,Hung,Male,03/05/2004,0642040110040
