CS162_22CLC5,MTH252_22CLC5,PH202_22CLC5,
1,22050002,Vo Trung,Minh,Female,05/09/2004,064204050002
2,22050003,Mai Binh,Quan,Male,07/01/2004,064204050003
3,22050004,Mai Thanh,Dang,Female,06/09/2004,064204050004
4,22050005,Do Chau,Hung,Male,05/06/2004,064204050005
5,22050006,Le Khoi,An,Male,08/01/2004,064204050006
6,22050007,Ngo Van,Dang,Female,01/08/2004,064204050007
7,22050008,Mai Khoi,Nghia,Male,05/09/2004,064204050008
8,22050009,Mai Ha,Hung,Male,06/05/2004,064204050009
9,22050010,Dang Ngoc,Dang,Female,05/07/2004,064204050010
10,22050011,Tran Khoi,Quan,Male,02/06/2004,064204050011
11,22050012,Nguyen Binh,An,Male,01/04/2004,064204050012
12,22050013,Le Thi,Quan,Male,08/09/2004,064204050013
13,22050014,Mai Van,Phong,Female,04/09/2004,064204050014
14,22050015,Mai Thi,Minh,Female,08/01/2004,064204050015
15,22050016,Mai Trung,Quan,Male,02/06/2004,064204050016
16,22050017,Dang Chau,Hung,Male,04/09/2004,064204050017
17,22050018,Tran Trung,Tin,Female,05/09/2004,064204050018
18,22050019,Do Binh,Dang,Female,01/04/2004,064204050019
19,22050020,Dang Ngoc,Nghia,Male,07/01/2004,064204050020
20,22050021,Nguyen Trung,An,Male,06/05/2004,064204050021
21,22050022,Dang Thi,Duong,Female,03/09/2004,064204050022
22,22050023,Tran Thi,Quan,Male,09/09/2004,064204050023
23,22050024,Le Binh,Dang,Female,03/07/2004,064204050024
24,22050025,Tran Ngoc,Minh,Female,01/08/2004,064204050025
25,22050026,Nguyen Van,Hung,Male,04/06/2004,064204050026
26,22050027,Vo Chau,Hung,Male,06/04/2004,064204050027
27,22050028,Mai Quoc,Duong,Female,04/03/2004,064204050028
28,22050029,Mai Khoi,Minh,Female,03/07/2004,064204050029
29,22050030,Dang Thi,Duong,Female,06/08/2004,064204050030
30,22050031,Le Chau,Quan,Male,01/03/2004,064204050031
31,22050032,Vo Chau,Phong,Female,07/01/2004,064204050032
32,22050033,Pham Van,Quan,Male,01/05/2004,064204050033
33,22050034,Mai Van,Hung,Male,07/08/2004,064204050034
34,22050035,Tran Ha,Dang,Female,09/03/2004,064204050035
35,22050036,Bui Ha,Duong,Female,05/01/2004,064204050036
36,22050037,Ngo Chau,Tin,Female,03/01/2004,064204050037
37,22050038,Vo Ha,Phong,Female,03/09/2004,064204050038
38,22050039,Tran Ha,Tin,Female,05/05/2004,064204050039
39,22050040,Tran Thanh,Nghia,Male,01/06/2004,064204050040
