CH202_22HOH3,CS162_22HOH3,
1,22054002,Bui Thi,Minh,Female,02/03/2004,064204030002
2,22054003,Mai Ngoc,Quan,Male,09/07/2004,064204030003
3,22054004,Vo Binh,Hung,Male,02/01/2004,064204030004
4,22054005,Pham Chau,Huy,Male,04/01/2004,064204030005
5,22054006,Do Khoi,Quan,Male,04/06/2004,064204030006
6,22054007,Pham Binh,Minh,Female,02/02/2004,064204030007
7,22054008,Le Ha,Huy,Male,09/08/2004,064204030008
8,22054009,Dang Thi,Tin,Female,02/06/2004,064204030009
9,22054010,Tran Khoi,Nghia,Male,05/02/2004,064204030010
10,22054011,Do Ha,Nghia,Male,01/01/2004,064204030011
11,22054012,Dang Trung,Tin,Female,08/03/2004,064204030012
12,22054013,Bui Trung,Tin,Female,03/08/2004,064204030013
13,22054014,Mai Trung,Huy,Male,04/06/2004,064204030014
14,22054015,Pham Trung,Hung,Male,07/04/2004,064204030015
15,22054016,Bui Chau,Tin,Female,09/02/2004,064204030016
16,22054017,Le Quoc,An,Male,02/08/2004,064204030017
17,22054018,Vo Van,Duong,Female,06/01/2004,064204030018
18,22054019,Pham Ngoc,Huy,Male,07/02/2004,064204030019
19,22054020,Vo Ngoc,Huy,Male,03/06/2004,064204030020
20,22054021,Le Khoi,Tin,Female,09/04/2004,064204030021
21,22054022,Nguyen Trung,Huy,Male,04/02/2004,064204030022
22,22054023,Nguyen Trung,Tin,Female,09/09/2004,064204030023
23,22054024,Ngo Quoc,Nghia,Male,01/04/2004,064204030024
24,22054025,Mai Chau,Phong,Female,09/02/2004,064204030025
25,22054026,Nguyen Quoc,Nghia,Male,07/08/2004,064204030026
26,22054027,Dang Khoi,Tin,Female,07/05/2004,064204030027
27,22054028,Do Thi,Nghia,Male,04/05/2004,064204030028
28,22054029,Dang Thi,Minh,Female,05/08/2004,064204030029
29,22054030,Nguyen Binh,Tin,Female,06/08/2004,064204030030
30,22054031,Do Thanh,Quan,Male,07/02/2004,064204030031
31,22054032,Nguyen Binh,An,Male,06/05/2004,064204030032
32,22054033,Do Thi,An,Male,01/04/2004,064204030033
33,22054034,Ngo Van,Hung,Male,01/03/2004,064204030034
34,22054035,Tran Van,Minh,Female,05/04/2004,064204030035
35,22054036,Le Ngoc,Quan,Male,07/05/2004,064204030036
36,22054037,Dang Ha,Huy,Male,08/09/2004,064204030037
37,22054038,Tran Thanh,Phong,Female,06/03/2004,064204030038
38,22054039,Pham Chau,Phong,Female,08/01/2004,064204030039
39,22054040,Nguyen Ngoc,Phong,Female,04/03/2004,064204030040
